Date,Name,Year,Letterboxd URI
2025-03-05,Black Sabbath,1963,https://boxd.it/1qoa
2025-03-05,A Bay of Blood,1971,https://boxd.it/232i
2025-03-05,Grand Theft Hamlet,2024,https://boxd.it/KUyE
2025-03-06,Branded to Kill,1967,https://boxd.it/1HSQ
2025-03-07,Kuroneko,1968,https://boxd.it/12mE
2025-03-26,A Short Story,2022,https://boxd.it/zDD6
2025-03-26,The Beasts,2022,https://boxd.it/w1L6
2025-03-26,Naked Lunch,1991,https://boxd.it/26ow
2025-03-27,Videodrome,1983,https://boxd.it/29uC
2025-03-27,Veronika Voss,1982,https://boxd.it/273O
2025-03-31,Dead Talents Society,2024,https://boxd.it/C3y6
2025-04-14,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw
2025-04-23,Despair,1978,https://boxd.it/XtA
2025-04-26,Macbeth,1971,https://boxd.it/1U9k
2025-04-27,The Fearless Vampire Killers,1967,https://boxd.it/25Ri
2025-04-27,The Saragossa Manuscript,1965,https://boxd.it/1ZPA
2025-04-28,The Exterminating Angel,1962,https://boxd.it/1nRS
2025-04-30,Love & Saucers,2017,https://boxd.it/g3NQ
2025-05-01,The Velvet Underground,2021,https://boxd.it/jPXA
2025-05-05,The 39 Steps,1935,https://boxd.it/2aKc
2025-05-12,Under Capricorn,1949,https://boxd.it/24J8
2025-05-13,The Wrong Man,1956,https://boxd.it/1AqK
2025-05-17,The Girl Who Knew Too Much,1963,https://boxd.it/1qou
2025-05-18,Your Vice Is a Locked Room and Only I Have the Key,1972,https://boxd.it/2uT4
2025-05-18,The Strange Vice of Mrs Wardh,1971,https://boxd.it/1kkw
2025-05-19,What Have You Done to Solange?,1972,https://boxd.it/21uY
2025-05-20,All the Colours of the Dark,1972,https://boxd.it/1kkQ
2025-05-26,In the Mood for Love,2000,https://boxd.it/29tE
2025-06-01,"Basic Sanitation, the Movie",2007,https://boxd.it/1oC
2025-06-01,Isle of Flowers,1989,https://boxd.it/POU
2025-06-02,Sinners,2025,https://boxd.it/KQMM
2025-06-11,Wild at Heart,1990,https://boxd.it/2aii
2025-06-12,eXistenZ,1999,https://boxd.it/27Ni
2025-06-12,Scanners,1981,https://boxd.it/1YqE
2025-06-22,Twin Peaks,1989,https://boxd.it/g8pk
2025-06-23,Minority Report,2002,https://boxd.it/2aWi
2025-06-23,Total Recall,1990,https://boxd.it/29qK
2025-06-26,Kamikaze '89,1982,https://boxd.it/1RAM
2025-06-27,Chinese Roulette,1976,https://boxd.it/1b2I
2025-06-28,Hatchet for the Honeymoon,1970,https://boxd.it/1qn2
2025-06-28,The Case of the Scorpion's Tail,1971,https://boxd.it/1JDI
2025-07-01,Baron Blood,1972,https://boxd.it/232s
2025-07-02,Antichrist,2009,https://boxd.it/1Inu
2025-07-03,August in the Water,1995,https://boxd.it/3xQE
2025-07-12,The Snows of Kilimanjaro,2011,https://boxd.it/3duI
2025-07-12,Angel Dust,1994,https://boxd.it/1esa
2025-07-12,Throne of Blood,1957,https://boxd.it/251w
2025-07-14,For Love and Gold,1966,https://boxd.it/1yIs
2025-07-15,Witchhammer,1970,https://boxd.it/akE
2025-07-15,Onibaba,1964,https://boxd.it/252a
2025-07-17,Weekend of a Champion,1972,https://boxd.it/5UF4
2025-07-17,Excitation,1977,https://boxd.it/5SPG
2025-07-18,Loved and Abused,1976,https://boxd.it/5SPQ
2025-07-18,Enigma for Demons,1975,https://boxd.it/c9GS
2025-07-19,At Midnight I'll Take Your Soul,1964,https://boxd.it/1kje
2025-07-19,This Night I'll Possess Your Corpse,1967,https://boxd.it/1kj4
2025-07-19,The Awakening of the Beast,1970,https://boxd.it/3d62
2025-07-19,The Strange World of Coffin Joe,1968,https://boxd.it/3CAc
2025-07-20,The Bloody Exorcism of Coffin Joe,1974,https://boxd.it/4bha
2025-07-21,Daughters of Fire,1978,https://boxd.it/5Tfu
2025-07-22,Five Dolls for an August Moon,1970,https://boxd.it/1qmS
2025-07-22,The Sign of Scorpio,1974,https://boxd.it/6jmQ
2025-07-24,Viy,1967,https://boxd.it/nd2
2025-07-24,Evenings on a Farm near Dikanka,1961,https://boxd.it/2VK4
2025-07-25,Road to Crime,1954,https://boxd.it/3Psg
2025-07-25,The Big Heat,1953,https://boxd.it/1NNM
2025-07-25,The Naked City,1948,https://boxd.it/1DpU
2025-07-29,Le Mans,1971,https://boxd.it/22lo
2025-08-11,Short Night of Glass Dolls,1971,https://boxd.it/12K2
2025-08-11,A Lizard in a Woman's Skin,1971,https://boxd.it/9Sq
2025-08-11,Weapons,2025,https://boxd.it/EMTM
2025-08-18,Torso,1973,https://boxd.it/1iGg
2025-08-19,Eddington,2025,https://boxd.it/o6MC
2025-08-23,Diary of a Wimpy Kid,2010,https://boxd.it/1fUa
2025-08-23,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/gm2
2025-08-23,Diary of a Wimpy Kid: Dog Days,2012,https://boxd.it/2TG0
2025-08-23,War of the Worlds,2025,https://boxd.it/so0a
2025-08-24,F1,2025,https://boxd.it/yjVM
2025-08-25,Magnolia,1999,https://boxd.it/2aze
2025-08-25,Licorice Pizza,2021,https://boxd.it/qTKY
2025-08-25,Phantom Thread,2017,https://boxd.it/e4uc
2025-08-25,Hard Eight,1996,https://boxd.it/20DU
2025-08-25,Eraserhead,1977,https://boxd.it/299u
2025-08-26,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q
2025-08-26,Heat,1995,https://boxd.it/2bg8
2025-08-27,Collateral,2004,https://boxd.it/28F0
2025-08-31,One on Top of the Other,1969,https://boxd.it/2wys
2025-08-31,Mystic River,2003,https://boxd.it/2aAG
2025-09-02,Night Moves,1975,https://boxd.it/1hRM
2025-09-04,Hellish Flesh,1977,https://boxd.it/3Nua
2025-09-15,Dona Flor and Her Two Husbands,1976,https://boxd.it/Xpo
2025-09-15,The Blue Trail,2025,https://boxd.it/IrKi
2025-09-24,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C
2025-09-29,One Battle After Another,2025,https://boxd.it/DUHM
2025-10-13,Men and Women,1964,https://boxd.it/5T8e
2025-10-13,Angel of the Night,1974,https://boxd.it/5T6M
2025-10-13,Strange Encounter,1958,https://boxd.it/5T8o
2025-10-27,Resurrection,2025,https://boxd.it/x9DG
2025-11-02,Carnival Is Over,2024,https://boxd.it/GbAC
2025-11-08,The Secret Agent,2025,https://boxd.it/KkUE
2025-11-10,Frankenstein,2025,https://boxd.it/Ecsg
2025-11-15,The Smashing Machine,2025,https://boxd.it/syUC
2025-11-16,The Ugly Stepsister,2025,https://boxd.it/MZBM
2025-11-16,Fréwaka,2024,https://boxd.it/J7CA
2025-11-29,Bugonia,2025,https://boxd.it/qeWY
2025-11-30,No Other Choice,2025,https://boxd.it/nKiA
2025-12-09,It Was Just an Accident,2025,https://boxd.it/TX2k
2025-12-21,Wake Up Dead Man,2025,https://boxd.it/uAKS
2025-12-27,The Masque of the Red Death,1964,https://boxd.it/1w12
2025-12-27,The Pit and the Pendulum,1961,https://boxd.it/1prM
2025-12-29,Spirits of the Dead,1968,https://boxd.it/ZTg
2026-01-01,The Criminal Life of Archibaldo de la Cruz,1955,https://boxd.it/17Ty
2026-01-02,The Tell-Tale Heart,2008,https://boxd.it/dmKU
2026-01-09,Marty Supreme,2025,https://boxd.it/Off0
2026-01-18,Hamnet,2025,https://boxd.it/woVy
2026-01-19,A Própria Carne,2025,https://boxd.it/Q9Rw
2026-01-19,The Things You Kill,2025,https://boxd.it/BQC0
2026-01-26,Same Old West,2024,https://boxd.it/OapE
2026-01-26,The Next Victim,1983,https://boxd.it/ahCA
2026-01-30,The Whip and the Body,1963,https://boxd.it/1rl2
2026-02-01,O Fabuloso Fittipaldi,1973,https://boxd.it/d7M2
2026-02-01,King of the Night,1975,https://boxd.it/7Q4s
2026-02-17,Attack on Titan: THE LAST ATTACK,2024,https://boxd.it/PgDE
2026-02-22,Soylent Green,1973,https://boxd.it/1SxE
2026-03-02,Howl's Moving Castle,2004,https://boxd.it/23De
2026-03-21,Wings of Desire,1987,https://boxd.it/2b26
2026-03-22,Project Hail Mary,2026,https://boxd.it/pEeQ
2026-03-22,Return to Silent Hill,2026,https://boxd.it/po3C
